iu_ac,date_debut,date_fin,libelle,iu_nd_aval,libelle_nd_aval,iu_nd_amont,libelle_nd_amont,geo_point_2d_lon,geo_point_2d_lat,geo_shape_type,geo_shape_geometry_coordinates,geo_shape_geometry_type
4207,1996-10-10T04:00:00,2023-01-01T02:00:00,Av_Pte_Asnieres,2257,Av_Pte_Asnieres-Av_Brunetiere,2250,Bd_Berthier-Av_Pte_d'Asnieres,2.303299600200692,48.890621225039794,Feature,"[[2.303942891904034, 48.89012784175389], [2.30265630849735, 48.89111460832569]]",LineString
5299,1996-10-28T02:00:00,2023-01-01T02:00:00,PI_Ivry,572,AI_Ivry,551,SI_Ivry,2.373340409477642,48.8197308676066,Feature,"[[2.3760541407969678, 48.82063038882603], [2.370626678158316, 48.81883134638717]]",LineString
1139,1996-10-03T04:00:00,2023-01-01T02:00:00,Rond_Pt_Pte_Plaine,627,Pte_Plaine-Av_Pte_Plaine,628,Pte_Plaine-Gal_Guillaumat,2.2926324769463764,48.82781278139469,Feature,"[[2.292856415495108, 48.82776295820246], [2.2924085383976447, 48.82786260458692]]",LineString
1146,1996-10-03T04:00:00,2023-01-01T02:00:00,AE_Plaine,3306,AE_Plaine-1,630,Pte_Plaine-Louis_Vicat,2.293326686719219,48.82706163863719,Feature,"[[2.2927528694077037, 48.82719509765397], [2.2939005040307334, 48.8269281796204]]",LineString
1148,1996-10-03T04:00:00,2023-01-01T02:00:00,Pte_Brancion,634,Pte_Brancion-Acces_PE,633,Pte_Brancion-Av_Pte_Brancion,2.3001940887828694,48.825716504847236,Feature,"[[2.300218170252338, 48.82594440054119], [2.3001700073134, 48.82548860915328]]",LineString
5362,1996-10-30T02:00:00,2023-01-01T02:00:00,PE_Pre_St_Gervais,2836,PE_P_St_Gervais,789,AE_Lilas,2.4027428916887197,48.88161156205071,Feature,"[[2.4045188754474633, 48.88092343766994], [2.403041809209932, 48.88135667086885], [2.4020378690285065, 48.88185751388543], [2.401125856111507, 48.88260506158417]]",LineString
5353,1996-10-30T02:00:00,2023-01-01T02:00:00,PE_Menilmontant,2830,PE_Frapie,2829,AE_A3,2.413244843206613,48.870609250063964,Feature,"[[2.4133898674610204, 48.86861117190189], [2.4134399961141244, 48.870324039714966], [2.4132177090690283, 48.87139178187044], [2.4126608377155656, 48.8725149980057]]",LineString
5406,1996-11-05T02:00:00,2023-01-01T02:00:00,PE_Batignolles,2087,SE_Clichy,2849,PE_St_Ouen,2.316029171278111,48.898756625392686,Feature,"[[2.319351922793548, 48.89977739504843], [2.3162875737611146, 48.898843740608754], [2.3140838242144333, 48.89816478777832], [2.312719531430791, 48.897695326639365]]",LineString
5392,1996-11-01T02:00:00,2023-01-01T02:00:00,PE_Montmartre,2080,SE_St_Ouen,922,AE_Clignancourt,2.3371915150964884,48.90092185568789,Feature,"[[2.341064095339906, 48.90099631956594], [2.3333189348530707, 48.90084739180984]]",LineString
5441,1996-11-06T02:00:00,2023-01-01T02:00:00,PE_Lac_Superieur,2857,PE_Mortemart,2445,AE_Passy,2.2579526217467274,48.85674755345865,Feature,"[[2.2619102136901903, 48.85897007779259], [2.261600940343876, 48.858789773104455], [2.2612648554709853, 48.85864239845869], [2.2594683492094285, 48.85787661536478], [2.2554214415695966, 48.85510346948916], [2.254145189462431, 48.85425219778943]]",LineString
5461,1996-11-07T02:00:00,2023-01-01T02:00:00,SE_A4_bretelle_5,3157,A4Y,2813,SE_Bercy_A4,2.391162982287559,48.826318636807834,Feature,"[[2.3899000753767625, 48.826782899964535], [2.3903051029711464, 48.82680676632802], [2.390685602995117, 48.826763826934815], [2.3909864485841643, 48.8266633706131], [2.3911774760091347, 48.82644404213568], [2.3913589832562683, 48.826112468192775], [2.3923373666997696, 48.82554972383668]]",LineString
4607,1996-10-16T04:00:00,2023-01-01T02:00:00,Av_Pte_Auteuil,3062,Pl_Pte_d'Auteuil-General_Sarrail,2460,Av_Pte_d'Auteuil-BP,2.255137321264528,48.84789311575523,Feature,"[[2.2531080431224875, 48.84790502099784], [2.257166599406568, 48.84788121051261]]",LineString
5157,1996-10-23T04:00:00,2023-01-01T02:00:00,SI_St_Cloud,2486,Av.Pte_St_Cloud-BP,2724,SI_St_Cloud,2.255741754993203,48.83730457306331,Feature,"[[2.256802150354944, 48.8362880686491], [2.2564801503849794, 48.836548343840654], [2.255929180088623, 48.83712816355293], [2.2553118580223765, 48.83772812717509], [2.254699605248402, 48.83834227513699]]",LineString
4447,1996-10-15T04:00:00,2023-01-01T02:00:00,Souterrain_Iena,2373,Quai_Branly-Av_de_Suffren,2369,Quai_Branly-Av_Bourdonnais,2.293098859096179,48.8591615045164,Feature,"[[2.295288857235746, 48.86054976436551], [2.2945117482947186, 48.860147932094556], [2.2924634058384483, 48.8588003062829], [2.2910321276580046, 48.85759390218076]]",LineString
4460,1996-10-15T04:00:00,2023-01-01T02:00:00,Quai_Branly,2373,Quai_Branly-Av_de_Suffren,2379,Quai_Branly-Stade_Emile_Anthoine,2.2902985268842233,48.85650590100817,Feature,"[[2.289762405352843, 48.85541595363324], [2.289906989305174, 48.85572249455537], [2.2900235010239642, 48.856216906346745], [2.290236340325086, 48.85662582070817], [2.2905785203545945, 48.85702622002799], [2.2910944231646098, 48.85741300595955]]",LineString
1229,1996-10-03T04:00:00,2023-01-01T02:00:00,Sout_Citroen,660,Sout_Citroen_1,661,Sout_Citroen_2,2.273941192880943,48.84265819810582,Feature,"[[2.274657803318368, 48.843490804432314], [2.2732245824435178, 48.84182559177933]]",LineString
6962,2015-06-11T04:00:00,2023-01-01T02:00:00,SE_Orleans,3617,SE_Orleans-1,438,SE_Orleans,2.322511196071353,48.820593770333815,Feature,"[[2.3219033784041625, 48.820766236876736], [2.3231190137385433, 48.8204213037909]]",LineString
932,1996-10-03T04:00:00,2023-01-01T02:00:00,AI_St_Mande,3594,AI_St_Mande-1,525,Pte_St_Mande,2.4134711097212684,48.84360397898005,Feature,"[[2.413482743264054, 48.84397472816501], [2.413459476178483, 48.84323322979509]]",LineString
939,1996-10-03T04:00:00,2023-01-01T02:00:00,Ech_Vincennes_1,524,Pte_Vincennes-Acces_PI,523,Pte_Vincennes-Sortie_PI,2.4138139065855277,48.84678240106112,Feature,"[[2.4138473734614982, 48.846967166361054], [2.4137804397095577, 48.84659763576119]]",LineString
1508,1996-10-03T04:00:00,2023-01-01T02:00:00,SE_Pantin,803,Pte_Pantin-PE-N3,804,SE_Pantin,2.3971824439020213,48.887883834039364,Feature,"[[2.397389632717839, 48.886280415391404], [2.3969752550862036, 48.889487252687324]]",LineString
5206,1996-10-25T04:00:00,2023-01-01T02:00:00,SI_Champerret,2739,Champerret-Somme,2746,SI_Champerret,2.2877351205168948,48.88523636364989,Feature,"[[2.2862878525719514, 48.88455819967488], [2.2891823884618376, 48.8859145276249]]",LineString
5640,1997-01-09T02:00:00,2023-01-01T02:00:00,Amiral_Bruix,2793,Pte_Dauphine-Amiral_Bruix,2964,Amiral_Bruix-Souterrain_Dauphine,2.276327099164163,48.87297262518852,Feature,"[[2.2772596513950507, 48.87374148357219], [2.275394546933275, 48.872203766804844]]",LineString
1917,1996-10-03T04:00:00,2023-01-01T02:00:00,Av_de_Clichy,2054,Av_Clichy-Dames,2056,Av_Clichy-Capron,2.3266169500527614,48.885402861648146,Feature,"[[2.3268228705944436, 48.884952295228175], [2.3264110295110796, 48.885853428068124]]",LineString
6583,2006-12-11T02:00:00,2023-01-01T02:00:00,Bd_des_Invalides,3366,Bd_des_Invalides-Tourville,3411,Bd_des_Invalides-face_6,2.3146602678434856,48.85434664561383,Feature,"[[2.314730117183945, 48.85493660990787], [2.314590418503026, 48.8537566813198]]",LineString
1202,1996-10-03T04:00:00,2023-01-01T02:00:00,Bd_Brune,592,Bd_Brune-Bournazel,421,Bd_Brune-Gal_de_Maud'huy,2.315528514014603,48.825559393706015,Feature,"[[2.3169288082568547, 48.82525158679633], [2.3141282197723507, 48.82586720061572]]",LineString
5477,1996-11-08T02:00:00,2023-01-01T02:00:00,Chapelle_bretelle_4,3193,Chapelle_bretelle_4-Bretelle_5,2873,Chapelle_bretelle_4-Bretelle_9,2.358724609468805,48.9006330040111,Feature,"[[2.357943902842682, 48.90054250105155], [2.3585332455666097, 48.90041919733593], [2.3589217398479407, 48.900527342637375], [2.3591112842794475, 48.9007119341473], [2.359188053490253, 48.90101014388821], [2.3591359662896925, 48.90119346917554]]",LineString
5318,1996-10-28T02:00:00,2023-01-01T02:00:00,SE_Maillot_bretelle_5,2811,Gustave_Charpentier,2810,SE_Maillot_RN13,2.2818633623837785,48.881191186996446,Feature,"[[2.2831518518779084, 48.882576187101684], [2.282666396004724, 48.88221831111658], [2.2822518649869106, 48.8817468582029], [2.2818196034865617, 48.88124656339623], [2.2809322337010087, 48.87996584880466], [2.2808370435785115, 48.87961139598021]]",LineString
5308,1996-10-28T02:00:00,2023-01-01T02:00:00,SI_RN13_bretelle_8,2795,RN13_Y,2855,SI_RN13,2.2790192728951157,48.87719852741019,Feature,"[[2.2768936853578654, 48.87527184560057], [2.2781754414317876, 48.87595793787407], [2.2791903422764754, 48.876586182399194], [2.2799678038416404, 48.87716608025318], [2.2801319217932656, 48.87759746507784], [2.2801907365073513, 48.87826482392953], [2.279987976020141, 48.87861444634059], [2.278484206270241, 48.879117378047006]]",LineString
5501,1996-11-15T02:00:00,2023-01-01T02:00:00,AE_Maillot_Bois_2_bretelle_17,2854,AE_Maillot_Bois,2889,AE_Maillot_Bois(milieu),2.2775204055666545,48.87607529561014,Feature,"[[2.2782103535240883, 48.87656243459587], [2.277720302559487, 48.8762208763883], [2.276833701845513, 48.875583573363066]]",LineString
5245,1996-10-28T02:00:00,2023-01-01T02:00:00,AI_Maillot_1_bretelle_10,2768,AI_Maillot_milieu,2912,Mailot_Bretelles_9-10-11,2.281976225499864,48.87981671806671,Feature,"[[2.2819490372528346, 48.87949694776589], [2.2819510035133996, 48.87979145722208], [2.28204529402707, 48.88013063288531]]",LineString
6772,2012-10-19T04:00:00,2023-01-01T02:00:00,A13_W,3233,A13_W,3505,A13_W1,2.244437901505263,48.8482442599592,Feature,"[[2.2395914808439317, 48.84819833950068], [2.2459571968385936, 48.84828758180283], [2.247738143461203, 48.848241683155756], [2.2492839800216, 48.848210588537555]]",LineString
953,1996-10-03T04:00:00,2023-01-01T02:00:00,Daumesnil-Pte_Doree,541,Guyane-Ste_Marie-PE,540,Pte_Doree-Sortie_PI,2.410065766559412,48.834194823330236,Feature,"[[2.4096727123270623, 48.834325981593096], [2.410458820791762, 48.83406366506737]]",LineString
6625,2007-07-16T04:00:00,2023-01-01T02:00:00,Av_Simon_Bolivar,3432,Atlas-Simon_Bolivar,3433,Lauzin-Simon_Bolivar,2.377489220436696,48.87648449531326,Feature,"[[2.378194172608684, 48.87648085813093], [2.3781431173267356, 48.876484936701495], [2.3775497783628565, 48.876491251039376], [2.3770844177485855, 48.876480025952134], [2.3767842174078657, 48.87647174545396]]",LineString
592,1996-10-03T04:00:00,2023-01-01T02:00:00,Bd_St_Michel,352,Observatoire-Assas,351,Bd_St_Michel-Val_de_Grace,2.337212716223557,48.84105659326736,Feature,"[[2.3376440124694553, 48.84174850694813], [2.33730111344383, 48.84115920572345], [2.336751469740128, 48.84038395539444]]",LineString
5877,1997-04-28T04:00:00,2023-01-01T02:00:00,Bd_St_Marcel,3052,Bd_St_Marcel-Jeanne_d'Arc,3050,St_Marcel-Essai,2.357770481234704,48.83873806344009,Feature,"[[2.3585939981910875, 48.839010922860616], [2.35694696427832, 48.838465204019556]]",LineString
798,1996-10-03T04:00:00,2023-01-01T02:00:00,Bd_Kellermann,460,Bd_Kellermann-Moulin_Pointe,461,Bd_Kellermann-Face_N?_12,2.356305042394646,48.820339452572966,Feature,"[[2.356754891399371, 48.81998682685479], [2.3561266411461506, 48.820488591354334], [2.3558408227050216, 48.82067204540747]]",LineString
4415,1996-10-14T04:00:00,2023-01-01T02:00:00,Av_Hoche,2364,Hoche-Tilsitt,2361,Pl_Charles_de_Gaulle,2.296483103639047,48.8742956380285,Feature,"[[2.2959512697058067, 48.874137027724956], [2.2964523870989786, 48.87426418221512], [2.297002346781203, 48.87449214988335]]",LineString
4469,1996-10-15T04:00:00,2023-01-01T02:00:00,Presbourg,2375,Kleber-Presbourg,2372,Hugo-Presbourg,2.2935605439506257,48.87269235652252,Feature,"[[2.293146762828228, 48.872923132330754], [2.2939743250730222, 48.87246158071428]]",LineString
4472,1996-10-15T04:00:00,2023-01-01T02:00:00,Presbourg,2380,Marceau-Presbourg,2378,Iena-Presbourg,2.2957725827325253,48.872381599807255,Feature,"[[2.2953866918109544, 48.872301383912706], [2.2957822744025256, 48.872373509949995], [2.2961538425140455, 48.872481458219866]]",LineString
7069,2018-09-26T04:00:00,2023-01-01T02:00:00,Bd_Berthier,3659,Berthier-Rousselot,3658,Berthier-Sisley,2.302077399036134,48.88925864264979,Feature,"[[2.3028900770619725, 48.88964322024415], [2.3012647210102957, 48.88887406505543]]",LineString
6930,2015-06-08T04:00:00,2023-01-01T02:00:00,AI_St_Ouen,2012,AI_St_Ouen,3585,AI_St_Ouen-1,2.332476349084046,48.900596363769786,Feature,"[[2.3316358809002127, 48.90054319724012], [2.3333168172678795, 48.900649530299454]]",LineString
6756,2012-09-04T04:00:00,2023-01-01T02:00:00,Quai_Tuileries,132,Tuileries-Sedar_Senghor,133,Tuileries-Orangerie,2.3234559235667005,48.86295033033705,Feature,"[[2.3222984809048413, 48.86332760677747], [2.3246133662285597, 48.86257305389663]]",LineString
1307,1996-10-03T04:00:00,2023-01-01T02:00:00,Bd_Richard_Lenoir,716,Republique-Jules_Ferry,717,Republique-Richard_Lenoir-Timbau,2.3697140098259295,48.86601617072586,Feature,"[[2.3699180048146604, 48.86575670632397], [2.369597297713807, 48.86616290507413], [2.369513929641871, 48.86627858893897]]",LineString
6316,2000-10-26T04:00:00,2023-01-01T02:00:00,Bd_Voltaire,3260,Bd_Voltaire-Chemin_Vert,3273,Bd_Voltaire-Popincourt,2.376169840977784,48.86007369722021,Feature,"[[2.3755537428151468, 48.86045219954443], [2.376785939140421, 48.859695194896]]",LineString
1743,1996-10-03T04:00:00,2023-01-01T02:00:00,Bd_Macdonald,928,Bd_Macdonald - Jaques Duchesne,929,Bd_Macdonald - Lounes Matoub,2.375336264338707,48.898850561385444,Feature,"[[2.37632514471421, 48.89886562513904], [2.3743473839632037, 48.89883549763184]]",LineString
6717,2011-05-11T04:00:00,2023-01-01T02:00:00,Bd_Mortier,3479,Bd_Mortier-Caserne,734,Bd_Mortier-Tourelles,2.4077473372652474,48.87473446897535,Feature,"[[2.4075304576844383, 48.875290549778754], [2.407964216846057, 48.87417838817195]]",LineString
1445,1996-10-03T04:00:00,2023-01-01T02:00:00,Av_Pte_de_Montreuil,769,Bd_Davout-Avron-Pte_Montreuil,770,Pl_Pte_Montreuil-Av_Pte_Montreui,2.411845651868501,48.853801860897335,Feature,"[[2.4129345764740378, 48.85398894916227], [2.410756727262964, 48.85361477263239]]",LineString
1852,1996-10-03T04:00:00,2023-01-01T02:00:00,Av_de_la_Pte_de_St_Ouen,2009,Av_Pte_St_Ouen-Andre_Brechet,2006,Bd_Bessieres-Av_Pte_St_Ouen,2.329395341751849,48.89838243914453,Feature,"[[2.3291333025723375, 48.89769805131201], [2.3296573809313603, 48.89906682697705]]",LineString
5225,1996-10-25T04:00:00,2023-01-01T02:00:00,Bd_Gouvion_St_Cyr,2753,Av_Pte_Villiers-Gouvion_St_Cyr,2754,Gouvion_St_Cyr-Pershing,2.2868006552623164,48.882564804270395,Feature,"[[2.2860515334675995, 48.88210404088293], [2.287549777057033, 48.88302556765786]]",LineString
1557,1996-10-03T04:00:00,2023-01-01T02:00:00,Bd_Magenta,819,Bd_Magenta-Rue_Fbg_St_Martin,820,Bd_Magenta-Bd_Stasbourg,2.357805230413078,48.87427917979206,Feature,"[[2.3573491897552645, 48.87482316543606], [2.3582612710708917, 48.87373519414806]]",LineString
1554,1996-10-03T04:00:00,2023-01-01T02:00:00,Bd_Magenta,819,Bd_Magenta-Rue_Fbg_St_Martin,826,Bd_Magenta-Lancry,2.3608477577883793,48.87096671530257,Feature,"[[2.3612299355634163, 48.87053656084762], [2.360465580013342, 48.87139686975752]]",LineString
6815,2014-01-06T02:00:00,2023-01-01T02:00:00,Av_Champs_Elysees,138,Pl_Concorde-Av_Champs_Elysees,3532,Av_Champs_Elysee_Souterrain,2.3190331595282494,48.86603412055868,Feature,"[[2.3183628790414654, 48.866226787138515], [2.319703440015034, 48.86584145397884]]",LineString
4401,1996-10-14T04:00:00,2023-01-01T02:00:00,Av_des_Champs_Elysees,2360,Champs-Tilsitt,2298,Av_Champs_Elysees-Face_Air_Franc,2.29782668720098,48.873025248121806,Feature,"[[2.298523981153493, 48.87282458504706], [2.2971293932484667, 48.873225911196556]]",LineString
5089,1996-10-21T04:00:00,2023-01-01T02:00:00,Bd_Vincent_Auriol,2687,Bd_Vincent_Auriol-Dunois,2688,Bd_Vincent_Auriol-Chevaleret,2.3658645570697114,48.83436889515282,Feature,"[[2.367021615838487, 48.834756127727175], [2.3647074983009357, 48.83398166257846]]",LineString
1062,1996-10-03T04:00:00,2023-01-01T02:00:00,Bd_Brune,590,Bd_Brune-Prevost_Paradol,591,Bd_Brune-Didot,2.3107618374007197,48.82661291979917,Feature,"[[2.3126539146811558, 48.82619161431678], [2.3088697601202837, 48.82703422528156]]",LineString
1054,1996-10-03T04:00:00,2023-01-01T02:00:00,Bd_Lefebvre,586,Bd_Lefebvre-Brancion,587,Bd_Lefebvre-Jacques_Baudry,2.30224148770606,48.828500430872346,Feature,"[[2.3030068093674445, 48.82833341153527], [2.301476166044676, 48.82866745020942]]",LineString
4555,1996-10-15T04:00:00,2023-01-01T02:00:00,Bd_Suchet,2434,Suchet-Capus,2435,Pl_Pte_d'Auteuil,2.2597103272895493,48.84931329529142,Feature,"[[2.2590365701189614, 48.8481163531389], [2.259193281416005, 48.84847596424492], [2.2604253113509096, 48.850488768193124]]",LineString
5024,1996-10-18T04:00:00,2023-01-01T02:00:00,Rue_Fbg_St_Martin,3071,Rue_Fbg_St_Martin-Recollets,819,Bd_Magenta-Rue_Fbg_St_Martin,2.3588087704867324,48.874450486916885,Feature,"[[2.3583846709906404, 48.87377167622125], [2.3592328699828244, 48.8751292976125]]",LineString
4535,1996-10-15T04:00:00,2023-01-01T02:00:00,VGP,2707,VGP-Acces_Lamballe,2414,VGP-Acces_Ranelagh,2.2841297633828144,48.854599541459876,Feature,"[[2.283173720747674, 48.85390290229766], [2.2850858060179546, 48.8552961806221]]",LineString
4621,1996-10-16T04:00:00,2023-01-01T02:00:00,Souterrain_Invalides_VGP,163,Souterrain_Cours_la_Reine,2467,Cours_Albert_Ier-VGP,2.3052956227920625,48.86459640905526,Feature,"[[2.3035318372669678, 48.86455416755399], [2.3070594083171563, 48.86463865055653]]",LineString
5790,1997-03-13T02:00:00,2023-01-01T02:00:00,Bd_Raspail,3025,Bd_Raspail-Bd_Edgar_Quinet,3020,Bd_Montparnasse-Bd_Raspail,2.32997057351836,48.84068074269182,Feature,"[[2.329512394952432, 48.84194764515521], [2.3304287520842877, 48.83941384022844]]",LineString
5883,1997-04-28T04:00:00,2023-01-01T02:00:00,Bd_Port_Royal,3053,Port_Royal-Face_55,363,Bd_Port_Royal-Sante,2.342876350416889,48.8381288012861,Feature,"[[2.3420735245044306, 48.838310555386876], [2.3436791763293474, 48.837947047185324]]",LineString
4758,1996-10-17T04:00:00,2023-01-01T02:00:00,Bd_Port_Royal,2541,Bd_Port_Royal-Bd_St_Marcel,2532,Port_Royal-Face_24,2.350041465438101,48.83688034081092,Feature,"[[2.348936826498767, 48.83700644194987], [2.350810546999139, 48.83682056389221], [2.3510708578198227, 48.83658464236362]]",LineString
5016,1996-10-21T04:00:00,2023-01-01T02:00:00,Tolbiac,3332,Neuve_Tolbiac-Av_de_France,2652,Tolbiac-Chevaleret,2.376116040983564,48.83014290003517,Feature,"[[2.3755055310745337, 48.82982104593458], [2.3767265508925948, 48.83046475413577]]",LineString
5019,1996-10-21T04:00:00,2023-01-01T02:00:00,Pt_de_Tolbiac,816,Pt_Tolbiac-RD,2654,Francois_Mauriac-Pt_Tolbiac_G,2.380974670255777,48.83282730588057,Feature,"[[2.3798290929005224, 48.83219813750873], [2.3821202476110312, 48.8334564742524]]",LineString
5020,1996-10-21T04:00:00,2023-01-01T02:00:00,Pt_de_Tolbiac,2654,Francois_Mauriac-Pt_Tolbiac_G,816,Pt_Tolbiac-RD,2.380888020290274,48.83288870697822,Feature,"[[2.3820256332135283, 48.833517475170524], [2.3797504073670197, 48.83225993878591]]",LineString
4982,1996-10-21T04:00:00,2023-01-01T02:00:00,Tolbiac,2632,Tolbiac-Esperance,2633,Tolbiac-Bobillot,2.3494416636043667,48.8258170974091,Feature,"[[2.3503770962027106, 48.82586468169244], [2.3485062310060223, 48.825769513125756]]",LineString
514,1996-10-03T04:00:00,2023-01-01T02:00:00,Bd_St_Marcel,3049,St_Marcel-Face20,302,Bd_Hopital-Bd_St_Marcel,2.361794430767522,48.84003320611297,Feature,"[[2.361903630226041, 48.840031360430054], [2.3616852313090027, 48.84003505179589]]",LineString
4375,1996-10-14T04:00:00,2023-01-01T02:00:00,Av_de_la_Grande_Armee,2339,Av_Grande_Armee-Acacias,2346,Grande_Armee-Gal_Patton,2.2879256258863796,48.87591997935267,Feature,"[[2.2870849192344904, 48.87617718604887], [2.2887663325382688, 48.875662772656476]]",LineString
5867,1997-04-08T04:00:00,2023-01-01T02:00:00,Bd_Bercy,3044,Bercy-Souterain,2591,Bd_Bercy-Corbineau,2.383880095964839,48.83962964662046,Feature,"[[2.3822881357906907, 48.83989712402284], [2.3854720561389873, 48.83936216921808]]",LineString
5599,1996-12-18T02:00:00,2023-01-01T02:00:00,Bd_Garibaldi,2941,Bd_Garibaldi-Perignon,2942,Bd_Garibaldi-Bd_Grenelle,2.303304619378921,48.84724856639278,Feature,"[[2.3015672675292036, 48.847735203661436], [2.305041971228638, 48.84676192912412]]",LineString
5606,1996-12-18T02:00:00,2023-01-01T02:00:00,Bd_Grenelle,2946,Bd_Grenelle-Desaix,2945,Bd_Grenelle-Lourmel,2.292113778018482,48.8513728976146,Feature,"[[2.292522417605219, 48.850920242970794], [2.291705138431745, 48.85182555225841]]",LineString
4488,1996-10-15T04:00:00,2023-01-01T02:00:00,Bd_de_Grenelle,2382,Quai_Branly-Pt_Bir_Hakeim,2390,Bd_Grenelle-St_Charles,2.289835736054526,48.85364532660222,Feature,"[[2.2907986045753956, 48.852731945246305], [2.2888728675336556, 48.85455870795814]]",LineString
211,1996-10-03T04:00:00,2023-01-01T02:00:00,Monge,81,Monge-Bernardins,83,Pl_Maubert-Monge,2.349407606395525,48.84940513287903,Feature,"[[2.348996003402373, 48.84996071653724], [2.349819209388677, 48.84884954922083]]",LineString
4902,1996-10-18T04:00:00,2023-01-01T02:00:00,Bd_Diderot,2509,Bd_Diderot-Crozatier,2602,Bd_Diderot-Charenton,2.38052850718044,48.846577219652545,Feature,"[[2.3793164143570555, 48.84644212871877], [2.3817406000038237, 48.84671231058633]]",LineString
4066,1996-10-03T04:00:00,2023-01-01T02:00:00,Chateaudun,2165,Chateaudun-Bourdaloue-Laffitte,2101,Chateaudun-St_Georges,2.3378273268493093,48.876019150669244,Feature,"[[2.3371112884052936, 48.876082415290846], [2.3385433652933254, 48.87595588604765]]",LineString
1627,1996-10-03T04:00:00,2023-01-01T02:00:00,Bd_Barbes,834,Magenta-Barbes-Chapelle-Rochech,863,Barbes-Poissonniers-Goutte_d'Or,2.3494085302369223,48.884655541893416,Feature,"[[2.349449159589799, 48.88545896652418], [2.349367900884045, 48.88385211726265]]",LineString
1128,1996-10-03T04:00:00,2023-01-01T02:00:00,Vaugirard,624,Vaugirard-Olier,623,Vaugirard-Croix_Nivert,2.2909790876128397,48.8343608227553,Feature,"[[2.290137134115923, 48.83385867968543], [2.291821041109757, 48.834862965825174]]",LineString
4308,1996-10-10T04:00:00,2023-01-01T02:00:00,Av_des_Ternes,2315,Pl_Tristan_Bernard,2310,Bd_Pereire-Av_Ternes,2.289650923244452,48.87962301413856,Feature,"[[2.2882792250291186, 48.87994849818323], [2.2910226214597853, 48.87929753009389]]",LineString
6431,2001-09-26T04:00:00,2023-01-01T02:00:00,Quai_Louis_Bleriot,3329,Quai_Louis_Bleriot-Exelmans,3328,VGP-Quai_St_Exupery,2.2664655123440482,48.83894718216165,Feature,"[[2.265824730580364, 48.838271393380175], [2.267106294107733, 48.839622970943125]]",LineString
4722,1996-10-16T04:00:00,2023-01-01T02:00:00,Av_de_Versailles,2519,Av_Versailles-Lancret,2470,Bd_Exelmans-Av_Versailles,2.2658225696152674,48.84108156310435,Feature,"[[2.2650319659475984, 48.840681217433875], [2.265382361703511, 48.84086141856359], [2.2666146107628315, 48.84147907766863]]",LineString
4398,1996-10-14T04:00:00,2023-01-01T02:00:00,Quai_d'Orsay,3522,Quai_d'Orsay-face_57-59,2349,Pl_de_Finlande,2.3089856178420542,48.862587003990626,Feature,"[[2.3103949956651237, 48.862617850409016], [2.3075762400189848, 48.86255615757223]]",LineString
4473,1996-10-15T04:00:00,2023-01-01T02:00:00,Quai_de_Grenelle,2383,Quai_de_Grenelle-Dr_Finlay,2384,Quai_de_Grenelle-TheItre,2.2850656486790424,48.85176000997779,Feature,"[[2.2836900903926045, 48.850749928761715], [2.2864412069654807, 48.85277009119386]]",LineString
1282,1996-10-03T04:00:00,2023-01-01T02:00:00,Bd_Menilmontant,3309,Bd_Menilmontant-Folie_Regnault,701,Republique-Gambetta-Menilmontan,2.38772999333708,48.86185885189604,Feature,"[[2.387290106095207, 48.86277157564996], [2.388169880578953, 48.86094612814212]]",LineString
6271,2000-04-28T04:00:00,2023-01-01T02:00:00,Bd_de_Courcelles,3131,Batignolles-Villiers,3241,Malesherbes-Courcelles,2.314054513994214,48.880976390814695,Feature,"[[2.312713705270812, 48.88081687831829], [2.315395322717616, 48.88113590331109]]",LineString
5135,1996-10-22T04:00:00,2023-01-01T02:00:00,Quai_de_la_Gare,900,Quai_d'Austerlitz-Pt_Bercy_G,2703,Francois_Mauriac-Raymond_Aron,2.374598533907381,48.8366753803467,Feature,"[[2.375461466594399, 48.83574491847402], [2.3739130076773964, 48.83741470631343], [2.373734857480038, 48.837605149509734]]",LineString
695,1996-10-03T04:00:00,2023-01-01T02:00:00,Alesia,399,Av_Rene_Coty-Alesia,398,Alesia-Tombe_Issoire,2.3336232182285137,48.82760589945471,Feature,"[[2.3324698684731233, 48.82776432856673], [2.3347765679839037, 48.82744747034269]]",LineString
178,1996-10-03T04:00:00,2023-01-01T02:00:00,Quai_Voltaire,67,Pt_Carrousel_Gauche,114,Sts_Peres-Voltaire,2.332966396845773,48.858362235976514,Feature,"[[2.3332577811223216, 48.85826006602721], [2.332675012569225, 48.85846440592582]]",LineString
5137,1996-10-22T04:00:00,2023-01-01T02:00:00,Quai_de_la_Gare,2703,Francois_Mauriac-Raymond_Aron,900,Quai_d'Austerlitz-Pt_Bercy_G,2.374453399065095,48.836604745252565,Feature,"[[2.373577314427234, 48.83754208854353], [2.3737753161447848, 48.837331181028254], [2.3753289560865523, 48.835666908026646]]",LineString
1535,1996-10-03T04:00:00,2023-01-01T02:00:00,Av_General_Leclerc,413,Av_Gal_Leclerc-Alphonse_Daudet,396,Pl_Victor_Basch,2.32651104149295,48.82739454612088,Feature,"[[2.326787497934284, 48.827874559746895], [2.3265992299111393, 48.827735400487995], [2.3263308948487054, 48.826846680568764]]",LineString
